ProbeID,GeneSymbol,EntrezGene,UniGene,Cytoband,logFC.MycEffect,MycEffect.adjustp, Control 1 , Control 2 , Control 3 , Control 4 , Myc 1 , Myc 2 , Myc 3 , Myc 4 
A_51_P317115,Wdr18,216156,Mm.35828,mm|10qC1,1.4,0.003,8.229,8.392,8.938,8.851,10.184,9.769,10.078,9.951
A_51_P251223,Zbed4,223773,Mm.422861,mm|15qE3,1.4,0.003,7.746,7.683,7.662,7.691,9.944,9.563,9.81,9.716
A_52_P479539,C030025P15Rik,320895,Mm.426282,mm|5qF,1.4,0.007,6.988,6.935,7.105,7.093,9.328,8.826,8.902,9.355
A_51_P493720,Tfam,21780,Mm.229292,mm|10qB5.3,1.4,0.033,12.602,12.749,13.128,13.008,13.909,14.284,14.178,14.266
A_52_P158710,Dcbld1,66686,Mm.62982,mm|10qB3,1.4,0.062,7.542,7.986,7.977,7.994,9.851,9.648,9.513,9.373
A_51_P513163,G430041M01Rik,101214,Mm.196598,mm|6qB2.3,1.4,0.093,11.284,11.211,11.965,11.377,13.064,13.07,12.861,13.12
A_52_P220370,Ankrd41,234396,Mm.216549,mm|8qB3.3,1.39,0,6.507,6.38,6.508,6.681,8.207,7.921,8.358,8.371
A_51_P424828,Nat5,67877,Mm.151168,mm|2qG1,1.39,0.012,11.736,11.663,11.74,11.604,13.548,13.219,13.64,13.397
A_51_P299866,Tom1l1,71943,Mm.167868,mm|11qD,1.39,0.062,9.948,10.052,10.314,10.15,11.534,11.71,11.69,12.113
A_52_P395149,D130058I21Rik,276829,Mm.46732,mm|11qB4,1.39,0.085,7.179,6.861,6.855,7.037,10.092,9.417,9.817,10.025
A_51_P346453,Noc4l,100608,Mm.29960,mm|5qF,1.38,0,9.808,9.839,9.556,9.719,11.5,11.29,11.71,11.637
A_52_P460929,BC048507,408058,Mm.177840,mm|13qB3,1.38,0.001,8.512,8.09,8.699,8.06,10.726,11.002,10.693,11.19
A_51_P243532,Plp2,18824,Mm.18565,mm|XqA1.1,1.38,0.006,8.727,8.529,8.709,8.816,11.135,11.41,11.471,11.431
A_51_P328539,Eno3,13808,Mm.251322,mm|11qB4,1.38,0.008,9.3,9.386,9.321,9.656,10.898,10.56,10.676,10.861
A_51_P348022,Nudt21,68219,Mm.28961,mm|8qC5,1.38,0.03,10.113,10.089,10.216,10,12.297,12.224,12.692,12.34
A_51_P474643,Kpna2,16647,Mm.12508,mm|11qE1,1.38,0.03,12.363,12.55,12.484,12.177,14.026,13.77,13.855,13.903
A_51_P369636,Hat1,107435,Mm.272472,mm|2qC2,1.38,0.063,9.727,9.944,9.959,9.874,10.873,11.619,11.513,12.003
A_52_P394111,,NA,,mm|16qC4,1.38,0.083,9.828,10.142,10.494,10.001,11.535,11.063,11.365,11.258
A_51_P334979,Apoc2,11813,Mm.28394,mm|7qA2,1.38,0.084,15.146,15.093,14.891,15.016,18.237,18.053,17.759,18.053
A_51_P510441,Suv39h1,20937,Mm.9244,mm|XqA1.1,1.37,0,7.856,7.797,7.886,7.965,9.92,9.501,10.033,9.943
A_51_P101317,Prmt3,71974,Mm.33202,mm|7qB4,1.37,0,7.994,8.18,8.273,8.005,9.642,9.696,9.977,9.734
A_52_P199776,2610002F03Rik,72091,Mm.27103,mm|2qA3,1.37,0,7.649,7.188,7.516,7.572,9.558,9.147,9.303,9.313
A_52_P395544,,NA,Mm.426181,mm|XqF3,1.37,0.003,8.031,8.054,8.287,8.187,9.557,9.951,9.945,9.838
A_51_P163305,Nudt5,53893,Mm.251904,mm|2qA1,1.37,0.035,9.724,9.952,10.05,10.136,11.267,11.485,11.774,11.702
A_52_P529486,Wdr77,70465,Mm.5110,mm|3qF2.3,1.36,0,10.092,10.186,10.015,9.904,11.689,11.73,11.715,12.005
A_51_P486068,Suhw2,64453,Mm.80609,mm|10qC1,1.36,0,8.52,8.5,8.198,8.367,9.775,9.386,9.368,9.514
A_52_P225370,2610201A13Rik,70434,Mm.6343,mm|11qA4,1.36,0,7.352,7.188,7.162,7.386,9.009,8.884,9.256,9.131
A_51_P394339,Eif2b1,209354,Mm.28839,mm|5qG1.1,1.36,0.001,12.173,12.305,12.165,11.978,13.806,13.525,13.909,13.842
A_52_P218470,BC040758,268663,Mm.315382,mm|13qB1,1.36,0.022,6.02,6.139,6.255,6.065,8.86,9.157,9.13,9.269
A_52_P169005,Rps11,27207,Mm.389435,mm|7qB3,1.36,0.047,14.336,14.552,14.094,14.412,16.486,16.662,16.778,16.778
A_51_P273556,2310007D09Rik,71878,Mm.85162,mm|2qH1,1.35,0,7.368,7.004,7.105,6.986,8.895,8.614,8.938,8.987
A_52_P686344,Ttll4,67534,Mm.260714,mm|1qC4,1.35,0,6.916,7.204,6.838,6.942,8.848,8.532,9.047,8.726
A_51_P152423,D030056L22Rik,225995,Mm.28101,mm|19qB,1.35,0,10.754,10.533,10.536,10.6,12.152,11.986,12.224,12.211
A_52_P556462,Fancd2,211651,Mm.160061,mm|6qE3,1.35,0.001,6.055,6.204,6.12,6.309,7.825,7.639,8.086,8.2
A_52_P654043,Msto1,229524,Mm.126870,mm|3qF1,1.35,0.002,10.471,10.428,10.28,10.239,12.906,12.741,12.867,12.683
A_51_P181623,Zfp428,232969,Mm.181332,mm|7qA3,1.35,0.007,9.817,9.382,9.757,9.647,11.993,11.456,11.549,11.573
A_51_P289987,1810042K04Rik,66506,Mm.29070,mm|5qG2,1.35,0.009,11.81,11.743,11.796,11.751,13.437,12.955,13.102,12.941
A_51_P439803,,NA,Mm.343025,mm|11qE2,1.35,0.013,12.159,12.097,11.923,11.893,14.833,14.729,14.819,15.211
A_51_P420037,Nup210,54563,Mm.28162,mm|6qD1,1.35,0.026,10.5,10.505,10.145,10.352,12.314,11.571,12.184,12.035
A_51_P414243,C85492,215494,Mm.335551,mm|9qF4,1.35,0.034,10.271,10.464,10.257,10.452,12.329,12.086,12.091,11.944
A_51_P113527,Eif4a1,13681,Mm.371557,mm|11qB3,1.35,0.042,14.044,13.971,13.653,13.777,16.062,15.984,16.313,16.11
A_52_P292528,Sfpq,71514,Mm.257276,mm|4qD2.2,1.35,0.047,11.259,10.674,10.411,10.451,12.98,12.399,12.361,12.485
A_52_P313905,Nrm,106582,Mm.390992,mm|17qB1,1.34,0,6.788,6.841,6.77,6.832,8.793,8.64,8.942,8.979
A_51_P434953,Tsen54,76265,Mm.275438,mm|11qE2,1.34,0,11.724,11.546,11.453,11.658,13.512,13.094,13.299,13.212
A_52_P433864,Narg1l,66897,Mm.24425,mm|14qD3,1.34,0,7.121,7.135,7.447,7.237,8.821,8.561,9.1,8.883
A_52_P269396,Bysl,53414,,mm|17qC,1.34,0,8.872,8.815,8.864,8.662,9.819,9.696,10.113,10.031
A_52_P649236,Elac2,68626,Mm.157711,mm|11qB3,1.34,0.002,11.916,12.242,12.04,12.206,13.859,13.453,13.981,13.789
A_51_P141071,Cand2,67088,Mm.277683,mm|6qE3,1.34,0.006,6.353,6.266,6.051,6.179,8.068,7.998,7.514,8.084
A_51_P306658,Lsm8,76522,Mm.275158,mm|6qA2,1.34,0.014,10.273,10.12,9.994,9.931,12.301,12.139,12.519,12.392
A_52_P599624,Pfas,237823,Mm.358230,mm|11qB3,1.33,0.004,6.715,6.549,6.53,6.97,8.174,8.225,8.355,8.335
A_51_P410011,,NA,Mm.212462,mm|9qE3.3,1.33,0.005,9.762,9.632,9.256,9.315,11.184,10.923,11.512,11.166
A_52_P579411,Gm1752,385658,Mm.310635,mm|16qC1.1,1.33,0.006,5.968,5.989,6.105,6.096,8.249,7.99,8.14,8.38
A_51_P227108,Bri3bp,76809,Mm.290720,mm|5qG1.1,1.33,0.009,11.648,11.617,11.448,11.488,13.439,13.026,13.403,13.132
A_52_P337236,Refbp2,56009,Mm.389208,mm|1qH3,1.33,0.014,10.523,10.497,10.552,10.668,12.105,12.074,12.267,12.129
A_52_P637988,Slc1a1,20510,Mm.246670,mm|19qC1,1.33,0.071,5.877,5.813,5.8,5.866,9.304,8.429,7.841,9.055
A_52_P362277,Rsl1d1,66409,Mm.28291,mm|16qA1,1.33,0.08,8.472,8.912,8.845,8.738,10.089,10.6,10.779,10.57
A_52_P657376,Tspan15,70423,Mm.291752,mm|10qB4,1.32,0,6.563,7.068,6.653,7.03,9.322,8.689,9.245,9.027
A_51_P295558,2310057D15Rik,67870,Mm.11311,mm|5qE4,1.32,0,7.675,7.637,7.881,7.879,9.575,9.451,9.684,9.452
A_51_P144512,Rbm19,74111,Mm.41022,mm|5qF,1.32,0,10.511,10.138,10.225,10.084,12.019,11.725,11.758,11.818
A_52_P665202,,NA,,mm|3qH4,1.32,0.002,12.119,11.978,12.21,11.85,14.068,13.809,13.992,14.152
A_51_P314019,Banf1,23825,Mm.358649,mm|19qA,1.32,0.003,11.46,11.484,11.415,11.526,13.112,13.058,13.318,13.409
A_51_P299195,Hnrph1,59013,Mm.21740,mm|11qB1.3,1.32,0.006,11.398,11.166,11.024,11.251,12.713,12.234,12.773,12.681
A_52_P436318,Rps25,75617,Mm.292027,mm|9qA5.2,1.32,0.012,7.571,7.385,7.452,7.406,8.949,8.686,8.64,8.778
A_51_P203321,Rbm10,236732,Mm.279194,mm|XqA1.3,1.32,0.013,11.752,11.846,11.941,11.743,12.988,12.788,12.874,12.798
A_51_P248067,Ezh2,14056,Mm.246688,mm|6qB2.3,1.32,0.014,8.389,8.478,8.349,8.612,10.182,10.109,10.64,10.335
A_52_P284672,Rps8,20116,Mm.338718,mm|4qD2.1,1.32,0.033,12.504,12.617,12.395,12.375,14.8,14.77,14.885,14.774
A_51_P265999,BC023488,237221,Mm.425840,mm|XqF5,1.31,0,7.054,7.113,6.945,7.165,8.793,8.583,8.787,8.875
A_51_P209071,3110082I17Rik,73212,Mm.84294,mm|5qG2,1.31,0,7.142,7.265,7.334,7.237,8.721,9.009,9.231,9.48
A_52_P670275,Kif14,381293,Mm.384849,mm|1qE4,1.31,0,6.246,6.407,6.314,6.179,7.871,7.54,7.896,7.972
A_52_P306351,Asph,65973,Mm.239247,mm|4qA1,1.31,0,9.217,9.286,9.077,9.245,11.034,10.778,11.413,11.091
A_52_P301374,Aaas,223921,Mm.352946,mm|15qF3,1.31,0,9.416,9.418,9.44,9.542,10.868,10.878,11.401,11.162
A_51_P312360,Pkmyt1,268930,Mm.182193,mm|17qA3.3,1.31,0.002,8.436,8.275,8.567,8.525,10.156,9.832,9.941,10.169
A_51_P127635,Ttf2,74044,Mm.270961,mm|3qF2.2,1.31,0.003,9.464,9.595,9.407,9.509,10.98,10.911,11.356,11.331
A_52_P579640,Rrs1,59014,Mm.29061,mm|1qA2,1.31,0.021,10.488,10.02,9.735,9.976,11.845,11.362,11.879,11.546
A_52_P473632,,NA,,mm|12qA2,1.31,0.027,13.398,13.263,13.259,13.187,15.356,15.569,15.401,15.554
A_51_P449935,Ftsj3,56095,Mm.29795,mm|11qE1,1.31,0.036,10.561,10.635,10.225,10.254,11.963,12.09,12.634,12.168
A_51_P195808,Cenpl,70454,Mm.248212,mm|1qH2.1,1.31,0.048,9.359,9.605,9.389,9.478,10.805,10.753,11.262,11.251
A_51_P387648,Htf9c,15547,Mm.271798,mm|16qA3,1.3,0,11.493,11.542,11.604,11.639,13.089,13.199,13.258,13.391
A_51_P423791,Pfdn4,109054,Mm.28808,mm|2qH3,1.3,0.006,6.614,6.66,6.711,6.866,8.428,8.427,8.529,8.691
A_51_P388826,Gprasp1,67298,Mm.271980,mm|XqF1,1.3,0.008,8.428,8.574,8.555,8.755,10.488,10.443,10.494,11.128
A_51_P322273,Ptp4a3,19245,Mm.390807,mm|15qD3,1.3,0.024,8.942,9.017,8.959,9.216,10.943,10.41,10.825,10.951
A_52_P252322,Pdcd11,18572,Mm.41166,mm|19qD1,1.3,0.034,9.048,8.837,8.461,8.781,10.494,10.184,10.867,10.353
A_52_P422618,Acvr2b,11481,Mm.390239,mm|9qF3,1.3,0.035,7.496,7.127,7.34,7.357,9.238,8.922,9.409,9.198
A_51_P500344,Mat2a,232087,Mm.29815,mm|6qC1,1.29,0,13.175,12.934,13.153,13.245,15.447,14.921,15.757,15.372
A_51_P334263,Nup155,170762,Mm.295168,mm|15qA1,1.29,0,9.897,10.264,10.304,10.296,11.539,11.549,11.917,11.938
A_51_P410451,Tube1,71924,Mm.297956,mm|10qB1,1.29,0.002,7.779,7.726,7.902,8.221,8.989,8.918,9.062,9.328
A_51_P476711,Skiv2l2,72198,Mm.291029,mm|13qD2.2,1.29,0.002,10.514,10.749,10.747,10.788,11.972,12.054,12.125,12.352
A_51_P127615,Slbp,20492,Mm.4172,mm|5qB1,1.29,0.003,10.914,10.916,10.525,11.026,11.88,11.775,12.238,12.261
A_52_P469381,Comtd1,69156,Mm.11827,mm|14qA3,1.29,0.032,10.695,10.686,10.479,10.589,13.173,12.739,13.085,12.677
A_51_P417876,Smyd5,232187,Mm.219946,mm|6qC3,1.28,0,7.478,7.427,7.494,7.452,9.098,9.003,9.25,9.121
A_51_P329394,Folr1,14275,Mm.2135,mm|7qE2,1.28,0,7.054,7.113,7.244,7.297,9.694,9.67,10.143,10.293
A_52_P4698,Rfwd3,234736,Mm.334816,mm|8qE1,1.28,0.002,11.887,11.484,11.451,11.71,13.317,12.921,13.115,13.405
A_51_P339713,Mrps26,99045,Mm.30057,mm|2qF1,1.28,0.002,10.885,10.957,10.972,10.822,12.877,12.497,12.961,12.73
A_52_P540434,Ppp1cc,19047,Mm.280784,mm|5qF,1.28,0.004,11.381,11.387,11.301,11.466,12.682,12.881,12.964,13.181
A_51_P187697,8430406I07Rik,74528,Mm.386817,mm|2qG1,1.28,0.021,9.831,9.411,10.326,9.968,10.414,10.643,10.671,10.854
A_51_P381743,Wdr55,67936,Mm.271719,mm|18qB3,1.27,0,11.214,11.158,11.158,11.144,13.02,12.607,12.992,12.89
A_51_P408059,Nutf2,68051,Mm.269188,mm|8qD3,1.27,0,12.341,12.16,12.489,12.139,14.148,13.903,14.056,14.228
A_51_P476129,Pwp2h,110816,Mm.103522,mm|10qC1,1.27,0,11.02,10.846,10.622,10.673,12.436,11.897,12.214,12.201
A_51_P318551,Nle1,217011,Mm.29176,mm|11qC,1.27,0,8.842,8.558,8.48,8.617,10.268,10.273,10.746,10.45
A_51_P203501,Vars2,22321,Mm.28420,mm|17qB1,1.27,0.002,9.167,8.771,8.843,9.016,10.738,10.587,11.005,10.833
A_52_P366047,Rpp40,208366,Mm.35545,mm|13qA3.3,1.27,0.002,7.563,7.892,7.8,7.55,8.765,9.147,9.138,9.27
A_51_P176549,Akap8,56399,Mm.328945,mm|17qA3.3,1.27,0.008,9.443,8.49,8.837,9.075,10.992,10.606,10.986,10.643
A_52_P102559,Dars2,226539,Mm.28125,mm|1qH2.1,1.27,0.009,9.512,9.676,9.793,9.677,10.745,10.694,10.98,10.955
A_51_P195153,Gtse1,29870,Mm.20858,mm|15qE2,1.27,0.014,6.277,6.266,6.433,6.335,7.633,7.514,7.776,8.024
A_51_P481482,1200002N14Rik,71712,Mm.35450,mm|10qC1,1.27,0.019,6.948,7.204,7.051,6.97,7.514,8.005,7.444,7.671
A_51_P225832,2700097O09Rik,72658,Mm.430748,mm|12qC1,1.27,0.027,9.659,9.437,10.13,9.684,10.574,10.804,10.765,10.817
A_51_P492765,Wdr75,73674,Mm.270376,mm|1qC1.1,1.27,0.042,9.875,10.286,9.98,9.98,11.442,11.39,11.736,11.49
A_52_P218568,Phf16,382207,Mm.281517,mm|XqA1.3,1.27,0.083,7.7,7.213,7.255,7.394,9.486,9.015,8.633,9.003
A_52_P639424,Gga3,260302,Mm.119479,mm|11qE2,1.26,0,8.949,8.905,9.055,9.018,10.924,10.289,10.477,10.651
A_51_P474158,D13Wsu177e,28126,Mm.24593,mm|13qB1,1.26,0,7.012,7.068,6.968,7.03,8.499,8.1,8.298,8.164
A_51_P390387,Zmynd19,67187,Mm.296106,mm|2qA3,1.26,0,8.221,8.318,8.263,8.253,10.148,9.893,10.24,10.107
A_52_P426554,Lmnb2,16907,Mm.7362,mm|10qC1,1.26,0.001,7.236,7.106,7.409,7.311,8.852,8.877,9.147,9.004
A_52_P596755,BC048355,381101,Mm.35801,mm|17qB3,1.26,0.002,10.533,10.539,10.46,10.466,11.569,11.415,11.79,11.563
A_51_P259995,Rbm13,67920,Mm.289818,mm|8qA3,1.26,0.002,9.416,9.467,9.262,9.041,11.023,10.826,10.999,10.903
A_51_P453343,Pnpt1,71701,Mm.211131,mm|11qA3.3,1.26,0.004,11.29,11.136,11.325,10.739,12.087,12.172,12.21,12.365
A_51_P347431,AA408296,215193,Mm.173758,mm|1qH6,1.26,0.006,8.529,8.928,8.61,8.725,9.634,9.827,10.2,9.963
A_51_P405565,Msh6,17688,Mm.18210,mm|17qE4,1.26,0.006,10.383,10.729,10.54,10.92,11.782,11.754,11.956,11.964
A_51_P293269,Pde7a,18583,Mm.296814,mm|3qA2,1.26,0.007,7.429,7.356,7.405,7.579,9.448,9.062,9.614,9.42
A_52_P208988,,NA,,mm|3qF2.2,1.26,0.011,8.329,8.28,8.096,8.201,10.334,10.091,10.657,10.19
A_52_P555235,Rgs19,56470,Mm.274366,,1.26,0.016,6.614,7.068,6.884,6.914,9.016,8.868,8.58,8.713
A_51_P211934,Larp7,28036,Mm.379060,mm|3qG2,1.26,0.035,9.46,9.43,9.475,9.255,10.821,10.943,11.038,11.012
A_52_P356119,Hus1,15574,Mm.42201,mm|11qA1,1.26,0.037,8.414,8.324,8.476,8.308,9.377,9.232,9.486,9.434
A_52_P17511,,NA,,mm|2qF1,1.25,0,6.549,6.841,6.838,6.748,8.201,7.674,7.947,7.961
A_52_P631568,Thoc6,386612,Mm.328831,mm|17qA3.3,1.25,0.005,10.076,10.221,10.304,10.086,11.863,11.789,11.841,11.863
A_52_P356562,,NA,,mm|6qC1,1.25,0.005,7.478,7.72,7.868,7.53,9.151,9.225,9.528,9.364
A_52_P527874,AA408556,107094,Mm.276044,mm|19qC3,1.25,0.044,7.314,7.294,7.121,7.277,9.051,8.553,9.105,8.701
A_52_P463578,Mphosph10,67973,Mm.26973,mm|7qC,1.24,0,9.551,9.711,9.43,9.428,11.101,10.76,11.107,11.126
A_51_P137383,3110023B02Rik,67291,Mm.264266,mm|11qE2,1.24,0.001,8.115,8.354,8.337,8.413,9.704,9.424,9.962,9.542
A_51_P474468,Utp11l,67205,Mm.259121,mm|4qD2.2,1.24,0.001,11.663,11.652,11.927,11.765,13.134,13.126,13.334,13.217
A_51_P125567,5630401D24Rik,71449,Mm.270569,mm|1qH2.1,1.24,0.003,8.533,8.481,8.434,8.507,9.834,9.53,10.061,9.897
A_51_P363556,Abi2,329165,Mm.212066,mm|1qC2,1.24,0.005,6.988,7.158,6.864,6.942,9.169,8.651,8.383,8.852
A_51_P193852,Prpf4,70052,Mm.30660,mm|4qB3,1.24,0.005,9.961,10.345,10.178,10.549,11.842,11.385,11.664,11.754
A_51_P111583,Tarbp2,21357,Mm.291485,mm|15qF3,1.24,0.021,10.22,10.059,10.064,10.241,11.462,11.317,11.456,11.371
A_51_P417016,Sfrs3,20383,Mm.6787,mm|17qA3.3,1.24,0.023,7.438,7.726,7.938,7.572,8.622,8.724,8.836,8.637
A_51_P485556,Immt,76614,Mm.235123,mm|6qC1,1.24,0.033,13.005,13.281,13.049,13.177,14.351,14.351,14.742,14.666
A_51_P195324,Ard1,56292,Mm.305796,mm|XqA7.3,1.23,0,10.04,9.888,10.011,9.906,11.105,11.14,11.419,11.377
A_51_P371522,Tada2l,217031,Mm.45159,mm|11qC,1.23,0,9.901,9.87,9.816,9.702,11.243,10.975,11.458,11.283
A_51_P381763,Amd1,11702,Mm.253533,mm|10qB1,1.23,0.001,11.862,11.574,11.431,11.326,13.681,13.424,13.566,13.53
A_51_P378079,Fmr1,14265,Mm.3451,mm|XqA7.1,1.23,0.001,9.401,9,9.048,9.002,10.863,10.264,10.586,10.697
A_52_P150525,2310030N02Rik,76947,Mm.275265,mm|4qA1,1.23,0.002,10.732,10.665,10.889,10.584,11.512,11.448,11.696,11.634
A_52_P484118,AK122209,382038,Mm.334891,mm|8qE2,1.23,0.002,8.106,7.427,8.09,7.691,9.512,9.246,9.532,9.204
A_51_P245939,Snord22,83673,,mm|19qA,1.23,0.013,6.702,6.681,6.72,6.731,8.451,8.084,8.662,8.355
A_52_P179178,AK122525,331623,Mm.26897,mm|10qB2,1.23,0.045,9.688,9.407,9.22,9.679,11.627,10.538,10.902,10.795
A_52_P139097,LOC638803,638803,,mm|16qB3,1.23,0.057,11.997,12.085,11.93,12.155,13.304,13.47,13.617,13.636
A_51_P326483,Pus3,67049,Mm.425574,mm|9qA4,1.23,0.062,8.277,8.492,8.837,8.649,9.91,10.012,10.154,10.068
A_51_P170946,Hnrpm,76936,Mm.311439,mm|17qB1,1.23,0.067,12.7,12.77,13.136,13.097,14.144,14.405,14.462,14.65
A_51_P120257,Uble1b,50995,Mm.27560,mm|7qB1,1.23,0.076,11.036,11.245,10.995,11.185,13.361,12.933,13.285,12.805
A_52_P275627,Kpnb1,16211,Mm.251013,mm|11qD,1.22,0,10.172,10.024,10.289,10.015,11.325,11.354,11.33,11.541
A_51_P370561,Dcakd,68087,Mm.277449,mm|11qE1,1.22,0,8.754,8.832,8.911,9.107,9.991,10.322,10.1,10.198
A_51_P450518,2700029M09Rik,72612,Mm.25263,mm|8qB3.1,1.22,0.008,12.072,12.187,12.184,12.153,13.664,13.508,13.7,13.949
A_52_P418602,Wrb,71446,Mm.255063,mm|16qC4,1.22,0.028,9.165,9.288,9.191,9.251,11.115,10.525,10.98,10.605
A_51_P164835,Ppl,19041,Mm.266875,mm|16qA1,1.22,0.028,7.644,7.127,7.352,7.561,10.917,10.516,11.487,11.355
A_51_P160328,Cbx3,12417,Mm.371551,mm|6qB3,1.22,0.031,12.022,12.058,11.639,12.201,13.602,13.34,13.795,13.474
A_52_P260468,Cecr2,330409,Mm.333357,mm|6qF1,1.21,0,8.573,8.275,8.386,8.718,9.615,9.263,9.576,9.684
A_51_P130660,Mrps30,59054,Mm.143810,,1.21,0,11.803,11.951,12.053,11.904,13.226,12.958,13.178,13.201
A_51_P201609,Rnf26,213211,Mm.303115,mm|9qA5.2,1.21,0,11.129,10.992,10.953,11.157,12.725,12.43,12.762,12.855
A_51_P505172,Tcf19,106795,Mm.11434,mm|17qB1,1.21,0.002,9.696,9.823,9.74,9.969,11.306,10.966,11.627,11.654
A_51_P323299,Trim28,21849,Mm.15701,mm|7qA1,1.21,0.004,11.577,11.786,11.611,11.802,13.145,13.313,13.418,13.486
A_52_P411003,Dlg7,218977,Mm.240543,mm|14qC1,1.21,0.004,6.186,6.028,6.231,6.405,7.551,7.741,7.809,8.157
A_51_P277270,Rbmx,19655,Mm.28275,mm|XqA5,1.21,0.005,9.109,9.29,8.629,8.53,10.451,10.251,10.5,10.536
A_52_P282987,Yeats2,208146,Mm.390895,mm|16qA3,1.21,0.013,9.395,8.902,8.897,8.885,10.929,10.42,10.841,10.576
A_52_P166770,Nans,94181,Mm.249349,mm|4qB1,1.21,0.015,8.085,8.007,8.188,7.887,10.387,10.006,9.889,10.209
A_51_P420655,Reep4,72549,Mm.46742,mm|14qD1,1.21,0.016,8.188,8.219,7.881,8.331,10.447,9.683,10.377,9.995
A_51_P458168,Vegfb,22340,Mm.15607,mm|19qA,1.21,0.026,10.712,10.799,10.577,10.785,12.244,11.715,12.281,11.996
A_52_P654618,Znhit3,448850,Mm.379733,mm|11qC,1.21,0.03,9.03,9.371,9.338,9.302,10.697,10.603,10.735,10.616
A_51_P446678,Mre11a,17535,Mm.149071,mm|9qA2,1.21,0.041,8.333,8.568,8.373,8.375,10.281,10.171,10.535,10.389
A_51_P214306,D14Ertd500e,219072,Mm.202152,mm|14qC1,1.2,0,12.24,11.97,12.088,12.052,13.206,13.033,13.194,13.48
A_52_P682990,Timm50,66525,Mm.167913,mm|7qA3,1.2,0,11.177,11.192,10.847,10.911,12.623,12.303,12.374,12.549
A_51_P463303,Gstcd,67553,Mm.304899,mm|3qG3,1.2,0.001,8.131,7.737,8.11,7.649,9.955,9.523,9.542,9.695
A_51_P461761,Zcchc8,70650,Mm.279427,mm|5qF,1.2,0.001,8.66,8.585,8.647,8.672,10.061,10.019,10.148,10.168
A_51_P436817,Dos,216164,Mm.44231,mm|10qC1,1.2,0.001,8.115,8.022,8.128,8.283,11.002,10.247,10.659,10.723
A_51_P221972,5730409G15Rik,70511,Mm.45780,mm|16qA1,1.2,0.001,8.076,8.243,8.263,8.042,9.991,9.811,9.988,9.919
A_52_P587831,Ddx56,52513,Mm.29810,mm|11qA1,1.2,0.002,10.751,10.925,10.647,10.528,12.274,12.236,12.522,12.329
A_52_P412321,Pcgf6,71041,Mm.35413,mm|19qC3,1.2,0.004,10.465,10.331,10.337,10.553,12.053,11.703,11.93,11.931
A_51_P519319,Cdc25a,12530,Mm.307103,mm|9qF2,1.2,0.011,7.197,6.897,6.679,6.849,8.97,8.222,8.434,8.125
A_51_P154222,Kars,85305,Mm.196544,mm|8qE1,1.2,0.081,11.482,12.038,11.694,11.827,13.293,13.392,13.807,13.607
A_52_P279786,Whsc1,107823,Mm.332320,mm|5qB1,1.19,0,7.722,7.72,7.642,7.797,9.215,8.94,9.095,9.261
A_51_P477676,Mcph1,244329,Mm.235296,mm|8qA1.3,1.19,0,7.791,7.544,7.83,7.691,9.012,9.104,9.367,9.272
A_51_P493946,5830446M03Rik,57905,Mm.241546,mm|6qD1,1.19,0.001,10.477,10.591,10.53,10.755,11.776,11.777,12.021,11.95
A_51_P496604,D7Wsu128e,28018,Mm.282122,mm|7qF2,1.19,0.005,8.294,8.243,8.54,8.559,9.367,9.171,9.225,9.178
A_51_P493256,Pex10,230983,Mm.133114,mm|4qE2,1.19,0.007,8.689,8.552,8.653,8.45,9.639,9.506,9.855,9.649
A_51_P123705,Dus3l,224907,Mm.293973,mm|17qD,1.19,0.011,11.225,10.998,11.077,11.262,12.334,12.325,12.669,12.525
A_51_P482473,Rps17,20068,Mm.42767,mm|7qD2,1.19,0.012,13.697,13.741,13.617,13.579,15.796,15.311,15.631,15.444
A_51_P105520,Nomo1,211548,Mm.274811,mm|7qB3,1.19,0.013,12.719,12.913,12.787,13.07,14.512,14.457,14.799,14.673
A_51_P331661,Ubiad1,71707,Mm.292503,mm|4qE2,1.19,0.021,11.493,11.547,11.726,11.609,12.277,12.495,12.57,12.596
A_51_P307168,Ddah1,69219,Mm.234247,mm|3qH2,1.19,0.037,11.314,11.451,11.697,11.712,12.232,12.04,12.841,12.615
A_51_P363914,Cct2,12461,Mm.247788,mm|10qD2,1.19,0.079,13.456,13.551,13.706,13.674,15.341,15.332,15.607,15.716
A_51_P237367,Plekha1,101476,Mm.323554,mm|7qF3,1.19,0.079,9.34,9.549,9.247,9.168,11.67,11.179,11.531,11.407
A_52_P240036,Plch1,269437,Mm.316391,mm|3qE1,1.18,0,5.95,6.153,6.064,6.124,6.907,7.255,7.352,7.373
A_51_P264053,Pigf,18701,Mm.219685,mm|17qE4,1.18,0.002,9.657,9.656,9.803,9.679,11.009,11.263,11.515,11.429
A_52_P646112,Rps13,68052,,mm|7qF1,1.18,0.005,7.236,6.549,6.878,6.84,8.332,7.868,8.349,8.349
A_51_P130639,2410017P07Rik,103268,Mm.338605,mm|10qB2,1.18,0.005,7.624,7.607,7.943,8.192,8.64,9.073,9.068,9.14
A_51_P371162,Eif3s9,27979,Mm.21671,mm|5qG2,1.18,0.006,13.141,13.337,13.32,13.348,14.988,15.149,15.332,15.38
A_51_P153013,Gtlf3a,24082,Mm.46270,mm|11qB2,1.18,0.008,7.405,7.158,7.62,7.77,9.516,9.239,8.883,9.252
